                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1566,                  1.018,                 1.0512,                  1.577,                0.51834,                0.81818,                0.66075,                0.50305,                 1.0649,                 1.5693,                 1.7294,              0.0012162,              0.0012162,              0.0012162
                   1567,                0.97009,                0.97283,                 1.5334,                0.51834,                0.81818,                0.66075,                0.50305,                 1.0649,                 1.5693,                 1.7294,              0.0012113,              0.0012113,              0.0012113
                   1568,                 0.7647,                0.85074,                 1.3933,                0.63021,                0.64517,                0.68661,                0.53595,                 1.0827,                 1.5354,                 1.7496,              0.0012064,              0.0012064,              0.0012064
                   1569,                 1.2634,                   1.39,                 1.8861,                0.63021,                0.64517,                0.68661,                0.53595,                 1.0827,                 1.5354,                 1.7496,              0.0012015,              0.0012015,              0.0012015
                   1570,                 0.9873,                  1.126,                  1.523,                0.63021,                0.64517,                0.68661,                0.53595,                 1.0827,                 1.5354,                 1.7496,              0.0011966,              0.0011966,              0.0011966
                   1571,                  1.095,                 1.0887,                 1.6377,                0.63021,                0.64517,                0.68661,                0.53595,                 1.0827,                 1.5354,                 1.7496,              0.0011917,              0.0011917,              0.0011917
                   1572,                0.96452,                 1.1051,                 1.6169,                0.51462,                  0.824,                0.70671,                0.53449,                 1.0934,                 1.5007,                 1.7609,              0.0011869,              0.0011869,              0.0011869
                   1573,                 1.1907,                 1.1021,                 1.7042,                0.51462,                  0.824,                0.70671,                0.53449,                 1.0934,                 1.5007,                 1.7609,               0.001182,               0.001182,               0.001182
                   1574,                 1.1113,                 1.0759,                 1.6247,                0.51462,                  0.824,                0.70671,                0.53449,                 1.0934,                 1.5007,                 1.7609,              0.0011772,              0.0011772,              0.0011772
                   1575,                 1.0038,                 1.1892,                   1.62,                0.51462,                  0.824,                0.70671,                0.53449,                 1.0934,                 1.5007,                 1.7609,              0.0011723,              0.0011723,              0.0011723
                   1576,                  1.099,                 1.1276,                 1.6878,                0.66242,                0.62987,                0.69926,                0.52533,                 1.1315,                 1.4782,                 1.7825,              0.0011675,              0.0011675,              0.0011675
                   1577,                 1.0474,                 1.0614,                 1.5966,                0.66242,                0.62987,                0.69926,                0.52533,                 1.1315,                 1.4782,                 1.7825,              0.0011627,              0.0011627,              0.0011627
                   1578,                  1.125,                 1.0711,                 1.6535,                0.66242,                0.62987,                0.69926,                0.52533,                 1.1315,                 1.4782,                 1.7825,              0.0011579,              0.0011579,              0.0011579
                   1579,                 1.0819,                 1.1919,                 1.5535,                0.66242,                0.62987,                0.69926,                0.52533,                 1.1315,                 1.4782,                 1.7825,              0.0011531,              0.0011531,              0.0011531
                   1580,                 1.1771,                 1.3299,                 1.7044,                0.56269,                0.77798,                0.68172,                0.50787,                 1.1467,                 1.4717,                 1.7803,              0.0011483,              0.0011483,              0.0011483
                   1581,                 1.0019,                 1.1264,                 1.5295,                0.56269,                0.77798,                0.68172,                0.50787,                 1.1467,                 1.4717,                 1.7803,              0.0011435,              0.0011435,              0.0011435
                   1582,                 1.0256,                 1.1053,                 1.5574,                0.56269,                0.77798,                0.68172,                0.50787,                 1.1467,                 1.4717,                 1.7803,              0.0011387,              0.0011387,              0.0011387
                   1583,                 1.0282,                 1.0908,                 1.4781,                0.56269,                0.77798,                0.68172,                0.50787,                 1.1467,                 1.4717,                 1.7803,               0.001134,               0.001134,               0.001134
                   1584,                  1.067,                 1.0748,                 1.5592,                0.55142,                0.86364,                0.68089,                0.49396,                 1.1538,                 1.4782,                 1.7776,              0.0011292,              0.0011292,              0.0011292
                   1585,                 1.0327,                 1.0905,                 1.5497,                0.55142,                0.86364,                0.68089,                0.49396,                 1.1538,                 1.4782,                 1.7776,              0.0011245,              0.0011245,              0.0011245
                   1586,                 1.0608,                 1.1508,                 1.6831,                0.55142,                0.86364,                0.68089,                0.49396,                 1.1538,                 1.4782,                 1.7776,              0.0011197,              0.0011197,              0.0011197
                   1587,                0.92405,                0.95828,                 1.5618,                0.55142,                0.86364,                0.68089,                0.49396,                 1.1538,                 1.4782,                 1.7776,               0.001115,               0.001115,               0.001115
                   1588,                 0.9783,                 1.1662,                 1.4972,                 0.5861,                0.79112,                0.70538,                0.51107,                 1.1442,                 1.4855,                 1.7661,              0.0011103,              0.0011103,              0.0011103
                   1589,                0.93313,                 1.1098,                 1.5301,                 0.5861,                0.79112,                0.70538,                0.51107,                 1.1442,                 1.4855,                 1.7661,              0.0011056,              0.0011056,              0.0011056
                   1590,                0.92328,                0.93839,                 1.5513,                 0.5861,                0.79112,                0.70538,                0.51107,                 1.1442,                 1.4855,                 1.7661,              0.0011009,              0.0011009,              0.0011009
                   1591,                0.99539,                 1.0205,                 1.5399,                 0.5861,                0.79112,                0.70538,                0.51107,                 1.1442,                 1.4855,                 1.7661,              0.0010962,              0.0010962,              0.0010962
                   1592,                0.88379,                0.99579,                 1.4199,                0.58379,                0.78865,                0.72545,                0.51872,                 1.1179,                 1.4886,                 1.7405,              0.0010916,              0.0010916,              0.0010916
                   1593,                 1.1445,                 1.2292,                 1.6805,                0.58379,                0.78865,                0.72545,                0.51872,                 1.1179,                 1.4886,                 1.7405,              0.0010869,              0.0010869,              0.0010869
                   1594,                0.90819,                 1.0453,                 1.4533,                0.58379,                0.78865,                0.72545,                0.51872,                 1.1179,                 1.4886,                 1.7405,              0.0010822,              0.0010822,              0.0010822
                   1595,                 1.1262,                 1.2776,                 1.5502,                0.58379,                0.78865,                0.72545,                0.51872,                 1.1179,                 1.4886,                 1.7405,              0.0010776,              0.0010776,              0.0010776
                   1596,                0.94923,                 0.9796,                 1.5642,                0.58568,                0.83981,                0.70383,                0.49784,                 1.0961,                 1.4898,                 1.7244,               0.001073,               0.001073,               0.001073
                   1597,                 1.0095,                 1.0493,                 1.5536,                0.58568,                0.83981,                0.70383,                0.49784,                 1.0961,                 1.4898,                 1.7244,              0.0010683,              0.0010683,              0.0010683
                   1598,                0.98648,                 1.0209,                 1.5078,                0.58568,                0.83981,                0.70383,                0.49784,                 1.0961,                 1.4898,                 1.7244,              0.0010637,              0.0010637,              0.0010637
                   1599,                 1.1231,                 1.1138,                 1.6585,                0.58568,                0.83981,                0.70383,                0.49784,                 1.0961,                 1.4898,                 1.7244,              0.0010591,              0.0010591,              0.0010591
                   1600,                0.98882,                0.97573,                 1.5239,                0.61579,                0.84334,                0.73185,                0.50272,                 1.0838,                 1.4993,                 1.7111,              0.0010545,              0.0010545,              0.0010545
                   1601,                0.91724,                 1.0466,                 1.5043,                0.61579,                0.84334,                0.73185,                0.50272,                 1.0838,                 1.4993,                 1.7111,              0.0010499,              0.0010499,              0.0010499
                   1602,                 0.9573,                 1.0554,                 1.5226,                0.61579,                0.84334,                0.73185,                0.50272,                 1.0838,                 1.4993,                 1.7111,              0.0010454,              0.0010454,              0.0010454
                   1603,                  0.928,                 0.9499,                 1.5221,                0.61579,                0.84334,                0.73185,                0.50272,                 1.0838,                 1.4993,                 1.7111,              0.0010408,              0.0010408,              0.0010408
                   1604,                 1.0844,                 1.1181,                  1.569,                 0.6259,                0.86364,                0.73553,                0.50825,                 1.0618,                 1.4813,                 1.6933,              0.0010362,              0.0010362,              0.0010362
                   1605,                 1.2851,                 1.4065,                 1.6917,                 0.6259,                0.86364,                0.73553,                0.50825,                 1.0618,                 1.4813,                 1.6933,              0.0010317,              0.0010317,              0.0010317
                   1606,                0.75392,                0.81822,                 1.3575,                 0.6259,                0.86364,                0.73553,                0.50825,                 1.0618,                 1.4813,                 1.6933,              0.0010272,              0.0010272,              0.0010272
                   1607,                0.88797,                0.97645,                 1.5264,                 0.6259,                0.86364,                0.73553,                0.50825,                 1.0618,                 1.4813,                 1.6933,              0.0010226,              0.0010226,              0.0010226
                   1608,                 1.0955,                 1.1645,                 1.5233,                 0.6413,                0.86364,                0.73883,                0.51139,                   1.04,                 1.4781,                 1.6819,              0.0010181,              0.0010181,              0.0010181
                   1609,                 1.1695,                 1.2687,                 1.6967,                 0.6413,                0.86364,                0.73883,                0.51139,                   1.04,                 1.4781,                 1.6819,              0.0010136,              0.0010136,              0.0010136
                   1610,                0.90836,                0.97211,                 1.4519,                 0.6413,                0.86364,                0.73883,                0.51139,                   1.04,                 1.4781,                 1.6819,              0.0010091,              0.0010091,              0.0010091
                   1611,                 1.0836,                 1.1753,                  1.564,                 0.6413,                0.86364,                0.73883,                0.51139,                   1.04,                 1.4781,                 1.6819,              0.0010046,              0.0010046,              0.0010046
                   1612,                0.90032,                 1.0096,                 1.4747,                0.62119,                0.81616,                0.76571,                0.53607,                 1.0289,                 1.4651,                   1.68,              0.0010002,              0.0010002,              0.0010002
                   1613,                0.96111,                 1.1564,                 1.5654,                0.62119,                0.81616,                0.76571,                0.53607,                 1.0289,                 1.4651,                   1.68,             0.00099569,             0.00099569,             0.00099569
                   1614,                0.99414,                 1.0977,                 1.5282,                0.62119,                0.81616,                0.76571,                0.53607,                 1.0289,                 1.4651,                   1.68,             0.00099124,             0.00099124,             0.00099124
                   1615,                0.82297,                 0.9173,                 1.4133,                0.62119,                0.81616,                0.76571,                0.53607,                 1.0289,                 1.4651,                   1.68,             0.00098679,             0.00098679,             0.00098679
                   1616,                0.92712,                 1.0775,                 1.5079,                0.58927,                0.90909,                0.77352,                0.57066,                 1.0166,                 1.4651,                 1.6694,             0.00098236,             0.00098236,             0.00098236
                   1617,                 0.8635,                0.93901,                 1.4419,                0.58927,                0.90909,                0.77352,                0.57066,                 1.0166,                 1.4651,                 1.6694,             0.00097793,             0.00097793,             0.00097793
                   1618,                 1.0241,                 1.0272,                 1.5971,                0.58927,                0.90909,                0.77352,                0.57066,                 1.0166,                 1.4651,                 1.6694,             0.00097351,             0.00097351,             0.00097351
                   1619,                 1.0476,                 1.0942,                 1.6451,                0.58927,                0.90909,                0.77352,                0.57066,                 1.0166,                 1.4651,                 1.6694,             0.00096911,             0.00096911,             0.00096911
                   1620,                0.98047,                 1.1118,                 1.6238,                0.54046,                0.76869,                0.76821,                0.55641,                 1.0041,                 1.4821,                 1.6533,             0.00096471,             0.00096471,             0.00096471
                   1621,                0.90552,                0.98092,                 1.4655,                0.54046,                0.76869,                0.76821,                0.55641,                 1.0041,                 1.4821,                 1.6533,             0.00096033,             0.00096033,             0.00096033
                   1622,                0.87092,                0.92212,                 1.4518,                0.54046,                0.76869,                0.76821,                0.55641,                 1.0041,                 1.4821,                 1.6533,             0.00095595,             0.00095595,             0.00095595
                   1623,                0.71973,                  0.799,                 1.3302,                0.54046,                0.76869,                0.76821,                0.55641,                 1.0041,                 1.4821,                 1.6533,             0.00095159,             0.00095159,             0.00095159
                   1624,                0.95754,                0.98034,                 1.5222,                0.60082,                0.71048,                0.71131,                0.53263,                 1.0092,                 1.5398,                 1.6503,             0.00094723,             0.00094723,             0.00094723
                   1625,                 1.0899,                 1.1451,                 1.7791,                0.60082,                0.71048,                0.71131,                0.53263,                 1.0092,                 1.5398,                 1.6503,             0.00094289,             0.00094289,             0.00094289
                   1626,                0.76179,                0.97765,                 1.3868,                0.60082,                0.71048,                0.71131,                0.53263,                 1.0092,                 1.5398,                 1.6503,             0.00093855,             0.00093855,             0.00093855
                   1627,                 1.0721,                 1.2074,                 1.7078,                0.60082,                0.71048,                0.71131,                0.53263,                 1.0092,                 1.5398,                 1.6503,             0.00093423,             0.00093423,             0.00093423
                   1628,                0.81235,                0.84644,                 1.4176,                0.59667,                0.65584,                0.66571,                0.50424,                 1.0276,                   1.59,                 1.6666,             0.00092991,             0.00092991,             0.00092991
                   1629,                0.94787,                0.95996,                 1.5471,                0.59667,                0.65584,                0.66571,                0.50424,                 1.0276,                   1.59,                 1.6666,             0.00092561,             0.00092561,             0.00092561
                   1630,                0.91027,                0.91516,                 1.4356,                0.59667,                0.65584,                0.66571,                0.50424,                 1.0276,                   1.59,                 1.6666,             0.00092131,             0.00092131,             0.00092131
                   1631,                 1.2155,                 1.2561,                 1.7685,                0.59667,                0.65584,                0.66571,                0.50424,                 1.0276,                   1.59,                 1.6666,             0.00091703,             0.00091703,             0.00091703
                   1632,                 1.0266,                 1.1279,                 1.5821,                0.58557,                0.58442,                0.63686,                0.47999,                 1.0375,                 1.6355,                 1.6803,             0.00091275,             0.00091275,             0.00091275
                   1633,                 1.0183,                0.97825,                 1.6125,                0.58557,                0.58442,                0.63686,                0.47999,                 1.0375,                 1.6355,                 1.6803,             0.00090849,             0.00090849,             0.00090849
                   1634,                0.79869,                0.89115,                 1.4299,                0.58557,                0.58442,                0.63686,                0.47999,                 1.0375,                 1.6355,                 1.6803,             0.00090424,             0.00090424,             0.00090424
                   1635,                 1.0425,                0.99933,                 1.6664,                0.58557,                0.58442,                0.63686,                0.47999,                 1.0375,                 1.6355,                 1.6803,             0.00089999,             0.00089999,             0.00089999
                   1636,                0.86057,                0.98074,                 1.5513,                 0.6056,                 0.5465,                0.65685,                0.49764,                 1.0451,                 1.6922,                 1.6884,             0.00089576,             0.00089576,             0.00089576
                   1637,                 1.0543,                 1.0355,                 1.6381,                 0.6056,                 0.5465,                0.65685,                0.49764,                 1.0451,                 1.6922,                 1.6884,             0.00089154,             0.00089154,             0.00089154
                   1638,                0.96108,                 1.0272,                 1.5004,                 0.6056,                 0.5465,                0.65685,                0.49764,                 1.0451,                 1.6922,                 1.6884,             0.00088732,             0.00088732,             0.00088732
                   1639,                0.95126,                0.98018,                 1.4977,                 0.6056,                 0.5465,                0.65685,                0.49764,                 1.0451,                 1.6922,                 1.6884,             0.00088312,             0.00088312,             0.00088312
                   1640,                0.99975,                 1.0279,                 1.5583,                0.62336,                0.53896,                0.64181,                0.47075,                 1.0688,                 1.7367,                 1.7127,             0.00087893,             0.00087893,             0.00087893
                   1641,                 1.0111,                  1.108,                 1.5074,                0.62336,                0.53896,                0.64181,                0.47075,                 1.0688,                 1.7367,                 1.7127,             0.00087475,             0.00087475,             0.00087475
                   1642,                 1.0122,                 1.0029,                 1.5675,                0.62336,                0.53896,                0.64181,                0.47075,                 1.0688,                 1.7367,                 1.7127,             0.00087058,             0.00087058,             0.00087058
                   1643,                 1.0282,                 1.1794,                 1.6549,                0.62336,                0.53896,                0.64181,                0.47075,                 1.0688,                 1.7367,                 1.7127,             0.00086642,             0.00086642,             0.00086642
                   1644,                0.92055,                0.91824,                 1.4393,                0.73666,                0.48484,                0.62216,                0.47599,                 1.0752,                 1.7861,                 1.7087,             0.00086226,             0.00086226,             0.00086226
                   1645,                 1.1212,                 1.1319,                 1.6377,                0.73666,                0.48484,                0.62216,                0.47599,                 1.0752,                 1.7861,                 1.7087,             0.00085812,             0.00085812,             0.00085812
                   1646,                 1.0804,                 1.0344,                 1.5687,                0.73666,                0.48484,                0.62216,                0.47599,                 1.0752,                 1.7861,                 1.7087,             0.00085399,             0.00085399,             0.00085399
                   1647,                0.95721,                 1.0559,                 1.5258,                0.73666,                0.48484,                0.62216,                0.47599,                 1.0752,                 1.7861,                 1.7087,             0.00084987,             0.00084987,             0.00084987
                   1648,                0.95132,                 1.1107,                 1.5531,                0.56763,                0.60723,                0.61701,                 0.4532,                 1.0834,                  1.787,                 1.7057,             0.00084577,             0.00084577,             0.00084577
                   1649,                0.97385,                 1.0584,                 1.4487,                0.56763,                0.60723,                0.61701,                 0.4532,                 1.0834,                  1.787,                 1.7057,             0.00084167,             0.00084167,             0.00084167
                   1650,                 1.1489,                 1.2737,                 1.7648,                0.56763,                0.60723,                0.61701,                 0.4532,                 1.0834,                  1.787,                 1.7057,             0.00083758,             0.00083758,             0.00083758
                   1651,                0.91241,                  1.095,                 1.5144,                0.56763,                0.60723,                0.61701,                 0.4532,                 1.0834,                  1.787,                 1.7057,              0.0008335,              0.0008335,              0.0008335
                   1652,                0.81299,                0.91761,                 1.4436,                0.54208,                0.70435,                0.61341,                0.45973,                 1.0774,                 1.7697,                 1.7005,             0.00082943,             0.00082943,             0.00082943
                   1653,                0.85638,                 1.0161,                 1.4618,                0.54208,                0.70435,                0.61341,                0.45973,                 1.0774,                 1.7697,                 1.7005,             0.00082537,             0.00082537,             0.00082537
                   1654,                0.95128,                0.93385,                 1.5228,                0.54208,                0.70435,                0.61341,                0.45973,                 1.0774,                 1.7697,                 1.7005,             0.00082133,             0.00082133,             0.00082133
                   1655,                0.93414,                 1.0335,                 1.5467,                0.54208,                0.70435,                0.61341,                0.45973,                 1.0774,                 1.7697,                 1.7005,             0.00081729,             0.00081729,             0.00081729
                   1656,                0.97491,                 1.0574,                 1.5507,                0.58823,                0.58442,                0.55847,                0.41962,                 1.0657,                 1.7903,                 1.6877,             0.00081326,             0.00081326,             0.00081326
                   1657,                  1.076,                 1.1719,                 1.5601,                0.58823,                0.58442,                0.55847,                0.41962,                 1.0657,                 1.7903,                 1.6877,             0.00080925,             0.00080925,             0.00080925
                   1658,                0.78318,                0.86893,                 1.3798,                0.58823,                0.58442,                0.55847,                0.41962,                 1.0657,                 1.7903,                 1.6877,             0.00080524,             0.00080524,             0.00080524
                   1659,                0.92621,                 1.0929,                 1.5187,                0.58823,                0.58442,                0.55847,                0.41962,                 1.0657,                 1.7903,                 1.6877,             0.00080125,             0.00080125,             0.00080125
                   1660,                 1.0101,                 1.1035,                  1.521,                0.43711,                0.68667,                0.52438,                0.39597,                 1.0526,                 1.7891,                  1.678,             0.00079726,             0.00079726,             0.00079726
                   1661,                 1.0701,                 1.3417,                 1.6157,                0.43711,                0.68667,                0.52438,                0.39597,                 1.0526,                 1.7891,                  1.678,             0.00079329,             0.00079329,             0.00079329
                   1662,                0.94119,                 1.0695,                 1.5706,                0.43711,                0.68667,                0.52438,                0.39597,                 1.0526,                 1.7891,                  1.678,             0.00078933,             0.00078933,             0.00078933
                   1663,                0.92877,                 1.0238,                 1.4287,                0.43711,                0.68667,                0.52438,                0.39597,                 1.0526,                 1.7891,                  1.678,             0.00078537,             0.00078537,             0.00078537
                   1664,                0.83285,                0.84133,                 1.4054,                0.44143,                0.74675,                0.53936,                0.40294,                 1.0595,                 1.7672,                 1.6799,             0.00078143,             0.00078143,             0.00078143
                   1665,                 1.1443,                 1.1818,                   1.66,                0.44143,                0.74675,                0.53936,                0.40294,                 1.0595,                 1.7672,                 1.6799,              0.0007775,              0.0007775,              0.0007775
                   1666,                 1.1028,                 1.4324,                 1.7093,                0.44143,                0.74675,                0.53936,                0.40294,                 1.0595,                 1.7672,                 1.6799,             0.00077358,             0.00077358,             0.00077358
                   1667,                0.83673,                0.90137,                 1.4241,                0.44143,                0.74675,                0.53936,                0.40294,                 1.0595,                 1.7672,                 1.6799,             0.00076967,             0.00076967,             0.00076967
                   1668,                0.90675,                0.92614,                 1.4088,                0.45758,                0.74675,                0.54119,                0.40847,                 1.0546,                 1.7436,                 1.6742,             0.00076577,             0.00076577,             0.00076577
                   1669,                0.84513,                0.76411,                 1.4335,                0.45758,                0.74675,                0.54119,                0.40847,                 1.0546,                 1.7436,                 1.6742,             0.00076188,             0.00076188,             0.00076188
                   1670,                0.92678,                0.98087,                 1.5079,                0.45758,                0.74675,                0.54119,                0.40847,                 1.0546,                 1.7436,                 1.6742,               0.000758,               0.000758,               0.000758
                   1671,                0.97191,                 1.0926,                 1.5754,                0.45758,                0.74675,                0.54119,                0.40847,                 1.0546,                 1.7436,                 1.6742,             0.00075413,             0.00075413,             0.00075413
                   1672,                 1.2263,                 1.2239,                 1.7266,                0.46228,                0.74675,                0.57102,                0.40963,                 1.0623,                 1.7188,                 1.6761,             0.00075027,             0.00075027,             0.00075027
                   1673,                0.75212,                0.80157,                 1.3406,                0.46228,                0.74675,                0.57102,                0.40963,                 1.0623,                 1.7188,                 1.6761,             0.00074643,             0.00074643,             0.00074643
                   1674,                0.80861,                 0.8971,                 1.3965,                0.46228,                0.74675,                0.57102,                0.40963,                 1.0623,                 1.7188,                 1.6761,             0.00074259,             0.00074259,             0.00074259
                   1675,                 1.1154,                 1.2109,                 1.6636,                0.46228,                0.74675,                0.57102,                0.40963,                 1.0623,                 1.7188,                 1.6761,             0.00073876,             0.00073876,             0.00073876
                   1676,                  1.114,                 1.2152,                 1.7477,                0.45402,                0.72835,                 0.5768,                0.41367,                 1.0708,                 1.7184,                 1.6819,             0.00073495,             0.00073495,             0.00073495
                   1677,                 1.0324,                 1.0355,                 1.5488,                0.45402,                0.72835,                 0.5768,                0.41367,                 1.0708,                 1.7184,                 1.6819,             0.00073114,             0.00073114,             0.00073114
                   1678,                0.97657,                 1.0837,                 1.5959,                0.45402,                0.72835,                 0.5768,                0.41367,                 1.0708,                 1.7184,                 1.6819,             0.00072735,             0.00072735,             0.00072735
                   1679,                 1.0182,                 1.1254,                 1.5754,                0.45402,                0.72835,                 0.5768,                0.41367,                 1.0708,                 1.7184,                 1.6819,             0.00072357,             0.00072357,             0.00072357
                   1680,                  1.077,                  1.166,                 1.6661,                0.43472,                0.73158,                0.58045,                0.41198,                 1.0886,                 1.7431,                 1.6929,              0.0007198,              0.0007198,              0.0007198
                   1681,                0.91012,                0.96907,                  1.531,                0.43472,                0.73158,                0.58045,                0.41198,                 1.0886,                 1.7431,                 1.6929,             0.00071603,             0.00071603,             0.00071603
                   1682,                  0.929,                0.97531,                 1.4862,                0.43472,                0.73158,                0.58045,                0.41198,                 1.0886,                 1.7431,                 1.6929,             0.00071228,             0.00071228,             0.00071228
                   1683,                 1.1375,                 1.0746,                 1.5615,                0.43472,                0.73158,                0.58045,                0.41198,                 1.0886,                 1.7431,                 1.6929,             0.00070854,             0.00070854,             0.00070854
                   1684,                0.97793,                0.98781,                 1.5446,                0.50058,                0.58695,                0.59246,                0.41513,                 1.1036,                 1.7513,                 1.7042,             0.00070481,             0.00070481,             0.00070481
                   1685,                0.98041,                 1.1295,                 1.6226,                0.50058,                0.58695,                0.59246,                0.41513,                 1.1036,                 1.7513,                 1.7042,             0.00070109,             0.00070109,             0.00070109
                   1686,                 1.2425,                 1.1699,                  1.581,                0.50058,                0.58695,                0.59246,                0.41513,                 1.1036,                 1.7513,                 1.7042,             0.00069738,             0.00069738,             0.00069738
                   1687,                 1.0248,                 1.0498,                 1.6514,                0.50058,                0.58695,                0.59246,                0.41513,                 1.1036,                 1.7513,                 1.7042,             0.00069369,             0.00069369,             0.00069369
                   1688,                 0.9866,                 1.0205,                 1.6012,                0.57042,                0.62987,                0.61574,                0.44079,                 1.1171,                 1.7288,                 1.7188,                0.00069,                0.00069,                0.00069
                   1689,                0.87106,                0.96139,                 1.4339,                0.57042,                0.62987,                0.61574,                0.44079,                 1.1171,                 1.7288,                 1.7188,             0.00068632,             0.00068632,             0.00068632
                   1690,                0.89466,                 1.0548,                 1.4908,                0.57042,                0.62987,                0.61574,                0.44079,                 1.1171,                 1.7288,                 1.7188,             0.00068266,             0.00068266,             0.00068266
                   1691,                 1.0761,                 1.0381,                 1.6213,                0.57042,                0.62987,                0.61574,                0.44079,                 1.1171,                 1.7288,                 1.7188,               0.000679,               0.000679,               0.000679
                   1692,                 1.1586,                 1.1447,                 1.6808,                0.56723,                0.62987,                0.61273,                0.43115,                 1.1406,                 1.7275,                 1.7371,             0.00067536,             0.00067536,             0.00067536
                   1693,                0.90809,                 1.0225,                 1.5092,                0.56723,                0.62987,                0.61273,                0.43115,                 1.1406,                 1.7275,                 1.7371,             0.00067173,             0.00067173,             0.00067173
                   1694,                 1.0666,                 1.1262,                 1.6476,                0.56723,                0.62987,                0.61273,                0.43115,                 1.1406,                 1.7275,                 1.7371,             0.00066811,             0.00066811,             0.00066811
                   1695,                 0.9539,                  1.021,                 1.5393,                0.56723,                0.62987,                0.61273,                0.43115,                 1.1406,                 1.7275,                 1.7371,             0.00066449,             0.00066449,             0.00066449
                   1696,                0.78488,                0.86577,                 1.4005,                0.58628,                0.62987,                0.64207,                0.42495,                   1.15,                  1.716,                 1.7471,             0.00066089,             0.00066089,             0.00066089
                   1697,                0.82911,                 1.0147,                 1.4619,                0.58628,                0.62987,                0.64207,                0.42495,                   1.15,                  1.716,                 1.7471,              0.0006573,              0.0006573,              0.0006573
                   1698,                0.94112,                 1.0145,                  1.495,                0.58628,                0.62987,                0.64207,                0.42495,                   1.15,                  1.716,                 1.7471,             0.00065372,             0.00065372,             0.00065372
                   1699,                 0.8001,                0.92937,                 1.3997,                0.58628,                0.62987,                0.64207,                0.42495,                   1.15,                  1.716,                 1.7471,             0.00065016,             0.00065016,             0.00065016
